rouge_f_1,rouge_f_L,rouge_f_2,rouge_r_1,rouge_r_2,rouge_r_L
0.4786134122005601,0.4325480103169799,0.4763657815959659,0.49240223032292507,0.44492200880214405,0.4900640132679157
